Name,City,State,PhoneNumber,Rating,Price
Monteleone Barber Shop,New Orleans,LA,+15045236700,4.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
The Art of Shaving,New Orleans,LA,+15042081516,4.0,$$
Perfect Cut,Harvey,LA,+15048450006,4.0,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Studio 523,New Orleans,LA,+15049098410,4.0,$$
John Thomas,New Orleans,LA,+15049305605,4.5,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
The Bearded Barber,Hammond,LA,+19852222600,4.5,$
Ryan's Barber Shop,Hammond,LA,+19853930070,5.0,$
Frosch's Barbershop,Mandeville,LA,+19852647882,4.5,$
Jo's Barber Shop,Covington,LA,+19858881515,5.0,$
Bayou Barber Shop,Covington,LA,+15049315060,5.0,$
Razor's Edge Barbershop,Mandeville,LA,+15044015068,5.0,$$
Just 4 Him Men's Haircut Lounge,Hammond,LA,+19856623900,4.0,$$
Sport Clips Haircuts of Covington - Nord Du Lac,Covington,LA,+19858091946,3.5,$$
Lions Den Salon For Men,Covington,LA,+19858091140,4.0,$$
Executive Cuts,Covington,LA,+19858939111,2.0,$$
A Lee Caro Salon,Baton Rouge,LA,+12256141183,5.0,$$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
The Art of Shaving,Baton Rouge,LA,+12252360646,2.5,$$$$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Mustache Cuts,Gretna,LA,+15046552864,4.5,$
Dale's Barber Shop,Gretna,LA,+15043040594,5.0,$
The King Barber Shop,Terrytown,LA,+15042293363,4.0,$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Sonny's Barber Shop,New Orleans,LA,+15043937703,4.5,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Jerry's Barber Shop,Marrero,LA,+15043476435,5.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Ricouard Barber & Beauty Shop,Terrytown,LA,+15043930350,4.0,$
Hulon's Barber & Style Shop,New Orleans,LA,+15043944247,5.0,$
Templet's Russell Barber Shop,New Orleans,LA,+15043689417,5.0,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Mr Jacks Louisiana Haircutters Barbr,New Orleans,LA,+15045227762,4.0,$
Jeanfreau's Barber Stylers,Belle Chasse,LA,+15043931687,5.0,$
In & Out Barber & Beauty Salon,New Orleans,LA,+15045052418,5.0,$
Chateau Cheveux Salon & Spa,New Orleans,LA,+15043248277,5.0,$
Mirage Barber Shop,New Orleans,LA,+15049001809,4.0,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
Aziz Barber Shop,Harvey,LA,+15043330090,3.0,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Estilo Barber Shop,Gretna,LA,+15046066319,5.0,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Perfect Cut,Harvey,LA,+15048450006,4.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Monteleone Barber Shop,New Orleans,LA,+15045236700,4.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
HeadQuarters Barber Beauty & Natural Hair Salon,New Orleans,LA,+15043044087,4.5,$$
The Art of Shaving,New Orleans,LA,+15042081516,4.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
The Best Stop Barber Shop,Houma,LA,+19858729436,4.5,$
The Barbershop,Gonzales,LA,+12253137302,5.0,$
Just 4 Him Haircuts - Raceland,Raceland,LA,+19855324636,5.0,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Craig's Barber Shop,Luling,LA,+19857858032,4.5,$
Revival,New Orleans,LA,+15044603208,5.0,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
Riverside Barber Shop,Gonzales,LA,+12256441984,4.5,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Aziz Barbershop,Kenner,LA,+15043394495,5.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Claudes Barber Shop,Kenner,LA,+15044698104,4.5,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Barbershop 315,Houma,LA,+19852620942,4.5,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Dynasty Mens Grooming,Destrehan,LA,+19853070595,5.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Fadegame Barbershop,Kenner,LA,+15043056131,5.0,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Trim Setters Barbershop,Kenner,LA,+15043053150,5.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Christophers Hair Creati,Morgan City,LA,+19853856020,5.0,$$$$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
Claudes Barber Shop,Kenner,LA,+15044698104,4.5,$
Aziz Barbershop,Kenner,LA,+15043394495,5.0,$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
West Napoleon Barber Shop,Metairie,LA,+15048879771,3.5,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Paul's Barber & Styling Shop,Metairie,LA,+15047338592,5.0,$
Taft Park Barber Shop,Metairie,LA,+15044555517,5.0,$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
Trim Setters Barbershop,Kenner,LA,+15043053150,5.0,$$
Fadegame Barbershop,Kenner,LA,+15043056131,5.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
Sport Clips Haircuts of Kenner - Veterans Blvd,Kenner,LA,+15044613443,4.0,$$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Children Hair Palace,Kenner,LA,+15044640624,3.5,$$
Salon Runway,Kenner,LA,+15043051482,5.0,$$
Kid's Hair Etc,Metairie,LA,+15048874543,4.5,$$
Jeffrey Scott Salon,Metairie,LA,+15044556760,4.5,$$
Sport Clips Haircuts of Metairie,Metairie,LA,+15046444429,3.0,$$
Wonder Cuts,New Orleans,LA,+15047369168,3.0,$$
Mona Coiffeur Hair Salon,Metairie,LA,+15048754542,4.5,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Andre G's Barber Shop,Lafayette,LA,+13372616944,5.0,$
Kevin's Barber Shop,Lafayette,LA,+13378569600,4.0,$
Clydes Hair Designers,New Iberia,LA,+13373699440,5.0,$
Kingz Barber Shop,Lafayette,LA,,3.0,$$
Refinery Downtown,Lafayette,LA,+13375044469,4.5,$$
Lloyd's Of Lafayette Hair Design,Lafayette,LA,+13372341591,4.0,$$
Sport Clips Haircuts of Lafayette - North Ambassador Caffery,Lafayette,LA,+13379816844,2.5,$$
Sport Clips Haircuts of Lafayette - Pinhook Drive,Lafayette,LA,+13372655993,2.0,$$
Sport Clips Haircuts of Lafayette - Settlers Trace,Lafayette,LA,+13379889900,1.5,$$
C. Wolf Barber & Shop,Lafayette,LA,+13377068688,5.0,$$$
Brevell's Barber Shop,Groves,TX,,5.0,$
Carol & Company Hair Studio,Orange,TX,+14098867242,5.0,$
Who's Next,Lake Charles,LA,+13374191912,3.5,$$
Blaine's Barber Shop,Groves,TX,+14099629158,5.0,$$
Janet's Barber Shop,Groves,TX,+14099629082,5.0,$$
Spruce Barbershop,Port Neches,TX,+14097192000,4.0,$$
Cropo's Barber Shop,Nederland,TX,+14097273221,5.0,$$
Magic Touch Hair Studio,Orange,TX,+14098838960,5.0,$$
Sport Clips Haircuts of West Orange Plaza,West Orange,TX,+14092383101,2.5,$$
Sport Clips Haircuts of Sulphur,Sulphur,LA,+13375338848,1.0,$$
Strands Hair Spa And Boutique,Port Neches,TX,+14097274992,5.0,$$
Sport Clips Haircuts of Port Arthur,Port Arthur,TX,+14097221722,3.5,$$
Christina's Touch,Groves,TX,+14099625460,2.5,$$
A LITTLE STYLE,Nederland,TX,+14097277521,1.0,$$
The Barbershop,Gonzales,LA,+12253137302,5.0,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
The Bearded Barber,Hammond,LA,+19852222600,4.5,$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
The Best Stop Barber Shop,Houma,LA,+19858729436,4.5,$
Revival,New Orleans,LA,+15044603208,5.0,$
Frosch's Barbershop,Mandeville,LA,+19852647882,4.5,$
Craig's Barber Shop,Luling,LA,+19857858032,4.5,$
Cutrone's Barber Shop,Baton Rouge,LA,+12256632266,4.5,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
Riverside Barber Shop,Gonzales,LA,+12256441984,4.5,$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Front Street Barber,Slidell,LA,+19852011807,5.0,$
Aziz Barbershop,Kenner,LA,+15043394495,5.0,$
Ryan's Barber Shop,Hammond,LA,+19853930070,5.0,$
Jo's Barber Shop,Covington,LA,+19858881515,5.0,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Claudes Barber Shop,Kenner,LA,+15044698104,4.5,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Razor's Edge Barbershop,Mandeville,LA,+15044015068,5.0,$$
Dynasty Mens Grooming,Destrehan,LA,+19853070595,5.0,$$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
Barbershop 315,Houma,LA,+19852620942,4.5,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
Goodfellas Barbershop,Slidell,LA,+19852654207,4.5,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Fadegame Barbershop,Kenner,LA,+15043056131,5.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Trim Setters Barbershop,Kenner,LA,+15043053150,5.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
A Lee Caro Salon,Baton Rouge,LA,+12256141183,5.0,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Christophers Hair Creati,Morgan City,LA,+19853856020,5.0,$$$$
The Art of Shaving,Baton Rouge,LA,+12252360646,2.5,$$$$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Jerry's Barber Shop,Marrero,LA,+15043476435,5.0,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Dale's Barber Shop,Gretna,LA,+15043040594,5.0,$
Mustache Cuts,Gretna,LA,+15046552864,4.5,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Templet's Russell Barber Shop,New Orleans,LA,+15043689417,5.0,$
In & Out Barber & Beauty Salon,New Orleans,LA,+15045052418,5.0,$
The King Barber Shop,Terrytown,LA,+15042293363,4.0,$
Mr Jacks Louisiana Haircutters Barbr,New Orleans,LA,+15045227762,4.0,$
Ricouard Barber & Beauty Shop,Terrytown,LA,+15043930350,4.0,$
Chateau Cheveux Salon & Spa,New Orleans,LA,+15043248277,5.0,$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Estilo Barber Shop,Gretna,LA,+15046066319,5.0,$$
Aziz Barber Shop,Harvey,LA,+15043330090,3.0,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Mirage Barber Shop,New Orleans,LA,+15049001809,4.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
The Art of Shaving,New Orleans,LA,+15042081516,4.0,$$
The God Barber Beauty Salon,New Orleans,LA,+15048217676,4.5,$$
Monteleone Barber Shop,New Orleans,LA,+15045236700,4.0,$$
John Thomas,New Orleans,LA,+15049305605,4.5,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Revival,New Orleans,LA,+15044603208,5.0,$
West Napoleon Barber Shop,Metairie,LA,+15048879771,3.5,$
Paul's Barber & Styling Shop,Metairie,LA,+15047338592,5.0,$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Aziz Barbershop,Kenner,LA,+15043394495,5.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Claudes Barber Shop,Kenner,LA,+15044698104,4.5,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Taft Park Barber Shop,Metairie,LA,+15044555517,5.0,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
In & Out Barber & Beauty Salon,New Orleans,LA,+15045052418,5.0,$
Craig's Barber Shop,Luling,LA,+19857858032,4.5,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Jeffrey Scott Salon,Metairie,LA,+15044556760,4.5,$$
Trim Setters Barbershop,Kenner,LA,+15043053150,5.0,$$
Southern Haircutters,Metairie,LA,+15048353171,5.0,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Fadegame Barbershop,Kenner,LA,+15043056131,5.0,$$
Lakeview Barbershop,New Orleans,LA,+15048269114,4.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Sport Clips Haircuts of Metairie,Metairie,LA,+15046444429,3.0,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
Revival,New Orleans,LA,+15044603208,5.0,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
West Napoleon Barber Shop,Metairie,LA,+15048879771,3.5,$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Taft Park Barber Shop,Metairie,LA,+15044555517,5.0,$
Paul's Barber & Styling Shop,Metairie,LA,+15047338592,5.0,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Aziz Barbershop,Kenner,LA,+15043394495,5.0,$
Claudes Barber Shop,Kenner,LA,+15044698104,4.5,$
Mr Jacks Louisiana Haircutters Barbr,New Orleans,LA,+15045227762,4.0,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Kutt Kreatorz,New Orleans,LA,,5.0,$
In & Out Barber & Beauty Salon,New Orleans,LA,+15045052418,5.0,$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Southern Haircutters,Metairie,LA,+15048353171,5.0,$$
Fadegame Barbershop,Kenner,LA,+15043056131,5.0,$$
Lakeview Barbershop,New Orleans,LA,+15048269114,4.0,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Jeffrey Scott Salon,Metairie,LA,+15044556760,4.5,$$
HeadQuarters Barber Beauty & Natural Hair Salon,New Orleans,LA,+15043044087,4.5,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Trim Setters Barbershop,Kenner,LA,+15043053150,5.0,$$
Sport Clips Haircuts of Metairie,Metairie,LA,+15046444429,3.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
The Barber Shop,Independence,KS,+16207791361,5.0,$
City Barber Shop,Natchitoches,LA,+13183529500,5.0,$
Debra's Barber Shop,Alexandria,LA,+13185617093,5.0,$
Sandy's Hair Sensations,Leesville,LA,+13375374993,5.0,$
The Kut Men's Parlor,Alexandria,LA,+13184424443,3.0,$
Manhattan Barber Shop,New York,NY,+12128769627,4.0,$
D's cuts,Alexandria,LA,+13182663381,4.0,$$
Smiley's Barber Shop,Alexandria,LA,+13184425551,4.0,$$
Sport Clips Haircuts of Shreveport - Youree Drive,Shreveport,LA,+13187977780,3.5,$$
Clydes Hair Designers,New Iberia,LA,+13373699440,5.0,$
Andre G's Barber Shop,Lafayette,LA,+13372616944,5.0,$
Kevin's Barber Shop,Lafayette,LA,+13378569600,4.0,$
Cutrone's Barber Shop,Baton Rouge,LA,+12256632266,4.5,$
Beau James Barber & Men's Hair Styling,Baton Rouge,LA,+12259243663,5.0,$
Wonder Cuts,Baton Rouge,LA,+12257674917,4.0,$
Top Cuts,Baton Rouge,LA,+12254546958,5.0,$
Kingz Barber Shop,Lafayette,LA,,3.0,$$
Refinery Downtown,Lafayette,LA,+13375044469,4.5,$$
Lloyd's Of Lafayette Hair Design,Lafayette,LA,+13372341591,4.0,$$
Sport Clips Haircuts of Lafayette - North Ambassador Caffery,Lafayette,LA,+13379816844,2.5,$$
Sport Clips Haircuts of Lafayette - Pinhook Drive,Lafayette,LA,+13372655993,2.0,$$
Sport Clips Haircuts of Lafayette - Settlers Trace,Lafayette,LA,+13379889900,1.5,$$
C. Wolf Barber & Shop,Lafayette,LA,+13377068688,5.0,$$$
A Lee Caro Salon,Baton Rouge,LA,+12256141183,5.0,$$$
Christophers Hair Creati,Morgan City,LA,+19853856020,5.0,$$$$
The Art of Shaving,Baton Rouge,LA,+12252360646,2.5,$$$$
